1418.800000,0.019342,0.015630,1.237521
1418.801172,0.019387,0.015632,1.240201
1418.802344,0.019271,0.015619,1.233779
1418.803516,0.019151,0.015569,1.230047
1418.804688,0.019152,0.015534,1.232878
1418.805859,0.019131,0.015505,1.233852
1418.807031,0.019102,0.015462,1.235393
1418.808203,0.019123,0.015451,1.237647
1418.809375,0.019079,0.015414,1.237758
1418.810547,0.019005,0.015350,1.238138
1418.811719,0.018947,0.015320,1.236788
1418.812891,0.018958,0.015308,1.238440
1418.814062,0.018982,0.015279,1.242366
1418.815234,0.018996,0.015242,1.246281
1418.816406,0.018942,0.015213,1.245115
1418.817578,0.018934,0.015180,1.247311
1418.818750,0.018986,0.015172,1.251348
1418.819922,0.018993,0.015143,1.254227
1418.821094,0.018896,0.015112,1.250376
1418.822266,0.018795,0.015110,1.243914
1418.823437,0.018771,0.015085,1.244329
1418.824609,0.018759,0.015057,1.245876
1418.825781,0.018785,0.015026,1.250158
1418.826953,0.018787,0.014983,1.253840
1418.828125,0.018753,0.014963,1.253262
1418.829297,0.018789,0.014976,1.254622
1418.830469,0.018803,0.014971,1.255990
1418.831641,0.018689,0.014942,1.250805
1418.832813,0.018610,0.014916,1.247703
1418.833984,0.018605,0.014909,1.247882
1418.835156,0.018630,0.014894,1.250833
1418.836328,0.018649,0.014868,1.254310
1418.837500,0.018668,0.014865,1.255836
1418.838672,0.018600,0.014860,1.251724
1418.839844,0.018557,0.014824,1.251799
1418.841016,0.018607,0.014816,1.255850
1418.842187,0.018593,0.014830,1.253708
1418.843359,0.018518,0.014813,1.250061
1418.844531,0.018500,0.014814,1.248819
1418.845703,0.018538,0.014816,1.251274
1418.846875,0.018592,0.014780,1.257929
1418.848047,0.018669,0.014769,1.264086
1418.849219,0.018714,0.014764,1.267589
1418.850391,0.018669,0.014761,1.264777
1418.851562,0.018609,0.014790,1.258191
1418.852734,0.018587,0.014809,1.255102
1418.853906,0.018601,0.014804,1.256458
1418.855078,0.018610,0.014801,1.257317
1418.856250,0.018616,0.014815,1.256605
1418.857422,0.018609,0.014815,1.256118
1418.858594,0.018641,0.014817,1.258110
1418.859766,0.018688,0.014832,1.259981
1418.860937,0.018761,0.014842,1.264074
1418.862109,0.018876,0.014865,1.269826
1418.863281,0.018891,0.014931,1.265153
1418.864453,0.018871,0.014955,1.261862
1418.865625,0.018832,0.014927,1.261624
1418.866797,0.018820,0.014930,1.260546
1418.867969,0.018824,0.014996,1.255253
1418.869141,0.018851,0.015039,1.253473
1418.870312,0.018845,0.015032,1.253669
1418.871484,0.018850,0.015060,1.251652
1418.872656,0.018926,0.015107,1.252799
1418.873828,0.019012,0.015128,1.256727
1418.875000,0.019066,0.015144,1.258958
1418.876172,0.019173,0.015173,1.263655
1418.877344,0.019139,0.015209,1.258448
1418.878516,0.019078,0.015254,1.250689
1418.879688,0.019132,0.015280,1.252156
1418.880859,0.019215,0.015302,1.255738
1418.882031,0.019305,0.015330,1.259299
1418.883203,0.019393,0.015381,1.260843
1418.884375,0.019451,0.015426,1.260947
1418.885547,0.019499,0.015475,1.260011
1418.886719,0.019545,0.015540,1.257697
1418.887891,0.019607,0.015587,1.257845
1418.889062,0.019684,0.015631,1.259261
1418.890234,0.019793,0.015684,1.261985
1418.891406,0.019843,0.015728,1.261605
1418.892578,0.019873,0.015786,1.258918
1418.893750,0.019995,0.015865,1.260313
1418.894922,0.020061,0.015942,1.258312
1418.896094,0.020133,0.015972,1.260536
1418.897266,0.020233,0.016018,1.263103
1418.898438,0.020313,0.016094,1.262134
1418.899609,0.020389,0.016175,1.260507
1418.900781,0.020412,0.016241,1.256853
1418.901953,0.020522,0.016291,1.259724
1418.903125,0.020639,0.016369,1.260902
1418.904297,0.020671,0.016467,1.255314
1418.905469,0.020737,0.016550,1.253039
1418.906641,0.020720,0.016611,1.247368
1418.907812,0.020765,0.016671,1.245558
1418.908984,0.020898,0.016735,1.248757
1418.910156,0.021079,0.016782,1.256113
1418.911328,0.021227,0.016854,1.259507
1418.912500,0.021297,0.016954,1.256174
1418.913672,0.021410,0.017038,1.256623
1418.914844,0.021514,0.017095,1.258502
1418.916016,0.021523,0.017170,1.253506
1418.917187,0.021607,0.017257,1.252077
1418.918359,0.021767,0.017326,1.256321
1418.919531,0.021898,0.017418,1.257214
1418.920703,0.022026,0.017514,1.257601
1418.921875,0.022135,0.017607,1.257150
1418.923047,0.022200,0.017698,1.254354
1418.924219,0.022310,0.017755,1.256517
1418.925391,0.022436,0.017871,1.255453
1418.926563,0.022566,0.017987,1.254568
1418.927734,0.022659,0.018071,1.253886
1418.928906,0.022709,0.018148,1.251341
1418.930078,0.022874,0.018206,1.256433
1418.931250,0.022996,0.018290,1.257342
1418.932422,0.023046,0.018406,1.252084
1418.933594,0.023251,0.018489,1.257568
1418.934766,0.023473,0.018576,1.263653
1418.935937,0.023588,0.018675,1.263124
1418.937109,0.023630,0.018746,1.260502
1418.938281,0.023723,0.018855,1.258198
1418.939453,0.023884,0.018985,1.258049
1418.940625,0.024058,0.019097,1.259774
1418.941797,0.024221,0.019189,1.262224
1418.942969,0.024278,0.019278,1.259382
1418.944141,0.024356,0.019361,1.258024
1418.945312,0.024571,0.019464,1.262373
1418.946484,0.024801,0.019598,1.265506
1418.947656,0.024964,0.019710,1.266562
1418.948828,0.025058,0.019796,1.265827
1418.950000,0.025147,0.019920,1.262357
1418.951172,0.025244,0.020026,1.260576
1418.952344,0.025364,0.020121,1.260571
1418.953516,0.025499,0.020240,1.259860
1418.954687,0.025574,0.020353,1.256551
1418.955859,0.025734,0.020444,1.258781
1418.957031,0.025925,0.020570,1.260320
1418.958203,0.026096,0.020684,1.261632
1418.959375,0.026206,0.020746,1.263192
1418.960547,0.026276,0.020838,1.260973
1418.961719,0.026453,0.020969,1.261500
1418.962891,0.026613,0.021101,1.261207
1418.964062,0.026684,0.021174,1.260227
1418.965234,0.026895,0.021273,1.264239
1418.966406,0.027081,0.021417,1.264434
1418.967578,0.027183,0.021515,1.263479
1418.968750,0.027354,0.021647,1.263630
1418.969922,0.027611,0.021760,1.268878
1418.971094,0.027700,0.021847,1.267903
1418.972266,0.027735,0.021979,1.261887
1418.973438,0.027911,0.022114,1.262143
1418.974609,0.028060,0.022213,1.263264
1418.975781,0.028218,0.022301,1.265285
1418.976953,0.028423,0.022388,1.269588
1418.978125,0.028585,0.022512,1.269789
1418.979297,0.028716,0.022640,1.268364
1418.980469,0.028829,0.022776,1.265766
