1418.800000,0.018325,0.015630,1.172474
1418.801172,0.018340,0.015632,1.173239
1418.802344,0.018324,0.015619,1.173166
1418.803516,0.018328,0.015569,1.177177
1418.804688,0.018333,0.015534,1.180194
1418.805859,0.018304,0.015505,1.180494
1418.807031,0.018283,0.015462,1.182444
1418.808203,0.018168,0.015451,1.175846
1418.809375,0.017977,0.015414,1.166254
1418.810547,0.017922,0.015350,1.167557
1418.811719,0.018034,0.015320,1.177205
1418.812891,0.018081,0.015308,1.181106
1418.814062,0.017935,0.015279,1.173865
1418.815234,0.017952,0.015242,1.177827
1418.816406,0.017976,0.015213,1.181601
1418.817578,0.018013,0.015180,1.186608
1418.818750,0.018019,0.015172,1.187619
1418.819922,0.018003,0.015143,1.188882
1418.821094,0.017960,0.015112,1.188484
1418.822266,0.017882,0.015110,1.183502
1418.823437,0.017826,0.015085,1.181673
1418.824609,0.017783,0.015057,1.181087
1418.825781,0.017751,0.015026,1.181354
1418.826953,0.017767,0.014983,1.185808
1418.828125,0.017821,0.014963,1.190996
1418.829297,0.017833,0.014976,1.190764
1418.830469,0.017807,0.014971,1.189430
1418.831641,0.017749,0.014942,1.187845
1418.832813,0.017642,0.014916,1.182754
1418.833984,0.017601,0.014909,1.180528
1418.835156,0.017642,0.014894,1.184515
1418.836328,0.017695,0.014868,1.190137
1418.837500,0.017648,0.014865,1.187202
1418.838672,0.017579,0.014860,1.183037
1418.839844,0.017596,0.014824,1.186967
1418.841016,0.017672,0.014816,1.192718
1418.842187,0.017661,0.014830,1.190846
1418.843359,0.017581,0.014813,1.186847
1418.844531,0.017596,0.014814,1.187771
1418.845703,0.017667,0.014816,1.192455
1418.846875,0.017621,0.014780,1.192261
1418.848047,0.017608,0.014769,1.192262
1418.849219,0.017630,0.014764,1.194174
1418.850391,0.017610,0.014761,1.193058
1418.851562,0.017633,0.014790,1.192218
1418.852734,0.017623,0.014809,1.189989
1418.853906,0.017612,0.014804,1.189631
1418.855078,0.017626,0.014801,1.190894
1418.856250,0.017631,0.014815,1.190105
1418.857422,0.017563,0.014815,1.185489
1418.858594,0.017570,0.014817,1.185826
1418.859766,0.017618,0.014832,1.187852
1418.860937,0.017660,0.014842,1.189909
1418.862109,0.017710,0.014865,1.191403
1418.863281,0.017717,0.014931,1.186577
1418.864453,0.017728,0.014955,1.185475
1418.865625,0.017718,0.014927,1.186970
1418.866797,0.017719,0.014930,1.186808
1418.867969,0.017788,0.014996,1.186166
1418.869141,0.017826,0.015039,1.185315
1418.870312,0.017880,0.015032,1.189499
1418.871484,0.017893,0.015060,1.188073
1418.872656,0.017924,0.015107,1.186496
1418.873828,0.017965,0.015128,1.187539
