Frequency,Average Rel Power,-,Cal Rel Power
1419.576953,0.046442,0.018988,2.445831
1419.578125,0.046295,0.019011,2.435136
1419.579297,0.046415,0.019017,2.440735
1419.580469,0.046388,0.018959,2.446685
1419.581641,0.046103,0.018921,2.43661
1419.582813,0.046191,0.018965,2.435672
1419.583984,0.046226,0.018977,2.435958
1419.585156,0.04621,0.01893,2.441149
1419.586328,0.046165,0.018956,2.435415
1419.5875,0.04603,0.018993,2.423521
1419.588672,0.046103,0.018985,2.428381
1419.589844,0.046259,0.018947,2.441482
1419.591016,0.046073,0.018925,2.434488
1419.592187,0.046042,0.018934,2.431736
1419.593359,0.046124,0.018898,2.44062
1419.594531,0.046228,0.018896,2.446393
1419.595703,0.046255,0.018911,2.445932
1419.596875,0.046272,0.01893,2.444322
1419.598047,0.046269,0.018932,2.44388
1419.599219,0.046278,0.01895,2.442101
1419.600391,0.046136,0.018999,2.428373
1419.601562,0.045913,0.018956,2.422133
1419.602734,0.045866,0.01893,2.422991
1419.603906,0.046154,0.018956,2.43482
1419.605078,0.046288,0.018937,2.444293
1419.60625,0.046002,0.018922,2.431065
1419.607422,0.046023,0.018933,2.430806
1419.608594,0.046265,0.018961,2.440012
1419.609766,0.046384,0.018974,2.444671
1419.610937,0.046148,0.018936,2.437028
1419.612109,0.046256,0.018881,2.449887
1419.613281,0.046623,0.018887,2.468455
1419.614453,0.046597,0.018928,2.461816
1419.615625,0.04639,0.018935,2.449995
1419.616797,0.046388,0.018929,2.450579
1419.617969,0.04623,0.018936,2.441353
1419.619141,0.046465,0.018967,2.449783
1419.620312,0.046539,0.018975,2.452664
1419.621484,0.046368,0.018985,2.442308
1419.622656,0.046362,0.018973,2.443653
1419.623828,0.046309,0.018945,2.444395
1419.625,0.046132,0.018902,2.440531
1419.626172,0.046175,0.018888,2.444682
1419.627344,0.046141,0.018953,2.434541
1419.628516,0.046131,0.01897,2.431773
1419.629688,0.046256,0.01895,2.441005
1419.630859,0.04617,0.018933,2.438578
1419.632031,0.046077,0.018929,2.434145
1419.633203,0.04597,0.018923,2.429358
1419.634375,0.045975,0.018906,2.431706
1419.635547,0.046278,0.018936,2.443962
1419.636719,0.046536,0.018971,2.452964
1419.637891,0.04643,0.018949,2.450286
1419.639062,0.04627,0.018974,2.438642
1419.640234,0.046237,0.018996,2.434103
1419.641406,0.046216,0.018985,2.434359
1419.642578,0.046237,0.01899,2.43482
1419.64375,0.04612,0.018989,2.428714
1419.644922,0.046157,0.018994,2.430081
1419.646094,0.046242,0.018959,2.439069
1419.647266,0.046452,0.018953,2.450952
1419.648438,0.046556,0.018968,2.454476
1419.649609,0.046281,0.018972,2.43946
1419.650781,0.04625,0.018966,2.438594
1419.651953,0.046439,0.018961,2.449216
1419.653125,0.046271,0.018986,2.43708
1419.654297,0.046152,0.018998,2.429303
1419.655469,0.046185,0.018989,2.432216
1419.656641,0.046141,0.019012,2.426886
1419.657812,0.046453,0.019044,2.439264
1419.658984,0.046754,0.019052,2.453988
1419.660156,0.046599,0.019026,2.449206
1419.661328,0.046238,0.019018,2.431218
1419.6625,0.046231,0.019022,2.430396
1419.663672,0.046399,0.019014,2.440316
1419.664844,0.046675,0.019008,2.455531
1419.666016,0.046751,0.019027,2.45708
1419.667187,0.046389,0.019022,2.438673
1419.668359,0.046134,0.019039,2.423074
1419.669531,0.046436,0.019058,2.436619
1419.670703,0.046601,0.019067,2.444084
1419.671875,0.046519,0.019078,2.438313
1419.673047,0.046658,0.019066,2.447184
1419.674219,0.046739,0.019059,2.452394
1419.675391,0.046602,0.019062,2.444698
1419.676563,0.04675,0.019052,2.453866
1419.677734,0.046728,0.019044,2.453677
1419.678906,0.046516,0.019078,2.438264
1419.680078,0.046461,0.019132,2.428457
1419.68125,0.046669,0.019132,2.439281
1419.682422,0.047085,0.0191,2.465132
1419.683594,0.047158,0.019096,2.469494
1419.684766,0.046911,0.01911,2.454801
1419.685937,0.046711,0.019118,2.443285
1419.687109,0.046802,0.019117,2.448203
1419.688281,0.046921,0.019134,2.452254
1419.689453,0.046855,0.019147,2.447097
1419.690625,0.046719,0.019161,2.438246
1419.691797,0.046799,0.019167,2.441585
1419.692969,0.046682,0.019162,2.436159
1419.694141,0.046462,0.01919,2.421108
1419.695312,0.046683,0.019213,2.429782
1419.696484,0.046697,0.019183,2.434257
1419.697656,0.046564,0.019179,2.427811
1419.698828,0.046644,0.019203,2.428925
1419.7,0.046898,0.019218,2.440304
1419.701172,0.04718,0.01922,2.454721
1419.702344,0.047055,0.019232,2.446719
1419.703516,0.047116,0.019246,2.448025
1419.704687,0.047352,0.019254,2.459353
1419.705859,0.047201,0.019249,2.452061
1419.707031,0.046906,0.019228,2.439479
1419.708203,0.047087,0.019216,2.450464
1419.709375,0.047384,0.019226,2.464586
1419.710547,0.04713,0.019261,2.446867
1419.711719,0.046849,0.019311,2.426051
1419.712891,0.047032,0.019312,2.435361
1419.714062,0.047086,0.019301,2.439621
1419.715234,0.047092,0.019294,2.440767
1419.716406,0.047311,0.019296,2.451845
1419.717578,0.047423,0.019297,2.457529
1419.71875,0.047179,0.019318,2.442298
1419.719922,0.047171,0.019367,2.435661
1419.721094,0.047545,0.01939,2.451974
1419.722266,0.047505,0.019366,2.452988
1419.723438,0.047213,0.019381,2.436056
1419.724609,0.047058,0.019406,2.424901
1419.725781,0.047125,0.019387,2.430815
1419.726953,0.047171,0.019367,2.435561
1419.728125,0.047244,0.019416,2.433236
1419.729297,0.047232,0.019442,2.429348
1419.730469,0.047248,0.019428,2.431953
1419.731641,0.047535,0.019439,2.445275
1419.732812,0.047751,0.019457,2.454165
1419.733984,0.047688,0.019455,2.451251
1419.735156,0.047566,0.01946,2.444241
1419.736328,0.047588,0.019477,2.443359
1419.7375,0.047527,0.019471,2.44099
1419.738672,0.047405,0.019479,2.433707
1419.739844,0.047646,0.019472,2.446949
1419.741016,0.047614,0.019455,2.447339
1419.742188,0.047259,0.01946,2.428586
1419.743359,0.047346,0.019491,2.429127
1419.744531,0.047704,0.019509,2.445286
1419.745703,0.047704,0.019513,2.444762
1419.746875,0.04762,0.019556,2.435057
1419.748047,0.0476,0.019595,2.429179
1419.749219,0.047753,0.019579,2.439023
1419.750391,0.047895,0.019576,2.446692
1419.751562,0.04771,0.019597,2.434578
1419.752734,0.047812,0.019604,2.438865
1419.753906,0.04819,0.019587,2.460386
1419.755078,0.048133,0.019576,2.458793
1419.75625,0.048129,0.019584,2.457514
1419.757422,0.04804,0.019604,2.450489
1419.758594,0.047901,0.019623,2.441067
1419.759766,0.048035,0.019643,2.445374
1419.760937,0.048075,0.01961,2.451626
1419.762109,0.048193,0.019599,2.458945
1419.763281,0.04816,0.019643,2.451803
1419.764453,0.047951,0.019657,2.439347
1419.765625,0.047979,0.019651,2.441633
1419.766797,0.048097,0.019712,2.439954
1419.767969,0.048086,0.019762,2.433178
1419.769141,0.048119,0.019715,2.440725
1419.770313,0.048405,0.019684,2.459126
1419.771484,0.048602,0.019745,2.461541
1419.772656,0.04847,0.019785,2.449762
1419.773828,0.048396,0.019781,2.446638
1419.775,0.048156,0.019781,2.434414
1419.776172,0.04817,0.019806,2.432131
1419.777344,0.048138,0.019824,2.428231
1419.778516,0.048105,0.019815,2.427721
1419.779687,0.048355,0.019808,2.44123
1419.780859,0.048499,0.019795,2.450084
1419.782031,0.048292,0.019794,2.439745
1419.783203,0.048274,0.019851,2.431853
1419.784375,0.048462,0.019892,2.436256
1419.785547,0.048498,0.01987,2.440763
1419.786719,0.048593,0.019886,2.443568
1419.787891,0.048885,0.019901,2.456445
1419.789062,0.049028,0.019869,2.467515
1419.790234,0.048833,0.019871,2.457458
1419.791406,0.048901,0.019901,2.457186
1419.792578,0.049385,0.019929,2.478088
1419.79375,0.049507,0.019926,2.484526
1419.794922,0.049344,0.019899,2.479689
1419.796094,0.049178,0.019916,2.469322
1419.797266,0.049156,0.01992,2.46765
1419.798437,0.049038,0.019942,2.458992
1419.799609,0.048694,0.019972,2.438149
1419.800781,0.048728,0.019998,2.436582
1419.801953,0.04861,0.020023,2.42771
1419.803125,0.048571,0.019993,2.429402
1419.804297,0.048518,0.020007,2.425096
1419.805469,0.048779,0.020059,2.431757
1419.806641,0.049031,0.020068,2.44328
1419.807812,0.049017,0.020037,2.446322
1419.808984,0.0488,0.02002,2.437505
1419.810156,0.049058,0.020072,2.444123
1419.811328,0.04927,0.020088,2.452734
1419.8125,0.049313,0.020062,2.457969
1419.813672,0.049347,0.02006,2.459954
1419.814844,0.049213,0.020073,2.451659
1419.816016,0.04922,0.020078,2.451432
1419.817188,0.049472,0.020056,2.466689
1419.818359,0.049421,0.020095,2.459421
1419.819531,0.049141,0.020151,2.438674
1419.820703,0.049145,0.020151,2.438845
1419.821875,0.049303,0.020147,2.447153
1419.823047,0.049317,0.020157,2.446612
1419.824219,0.049315,0.020161,2.446109
1419.825391,0.049516,0.020149,2.457557
1419.826562,0.049779,0.020142,2.471438
1419.827734,0.049825,0.020168,2.470454
1419.828906,0.049534,0.020176,2.45506
1419.830078,0.049563,0.020175,2.456656
1419.83125,0.049634,0.020204,2.4566
1419.832422,0.049483,0.020221,2.447141
1419.833594,0.049424,0.020232,2.442892
1419.834766,0.049682,0.020265,2.451581
1419.835938,0.049711,0.020287,2.450392
1419.837109,0.049666,0.020292,2.447603
1419.838281,0.049853,0.020273,2.459044
1419.839453,0.050054,0.020259,2.470684
1419.840625,0.049955,0.020286,2.462482
1419.841797,0.049818,0.020305,2.453511
1419.842969,0.049911,0.020302,2.458433
1419.844141,0.049994,0.0203,2.462709
1419.845312,0.049907,0.020301,2.458379
1419.846484,0.049918,0.020318,2.456887
1419.847656,0.050026,0.020353,2.457963
1419.848828,0.049879,0.020388,2.446525
1419.85,0.04989,0.020404,2.445136
1419.851172,0.050193,0.020391,2.461543
1419.852344,0.049965,0.020365,2.453425
1419.853516,0.049487,0.020359,2.430756
1419.854687,0.049547,0.020355,2.43415
1419.855859,0.049883,0.02036,2.450059
1419.857031,0.050032,0.02039,2.453711
1419.858203,0.050125,0.020419,2.454849
1419.859375,0.050361,0.020441,2.463677
1419.860547,0.050448,0.020433,2.468926
1419.861719,0.050635,0.020419,2.479765
1419.862891,0.050666,0.020431,2.479821
1419.864063,0.050288,0.020472,2.45641
1419.865234,0.050004,0.020498,2.439398
1419.866406,0.049806,0.020506,2.42881
1419.867578,0.049969,0.020494,2.438238
1419.86875,0.050133,0.020481,2.447788
1419.869922,0.050417,0.020479,2.461894
1419.871094,0.050651,0.020525,2.467736
1419.872266,0.050602,0.020556,2.46168
1419.873437,0.050313,0.020528,2.450921
1419.874609,0.050103,0.020501,2.443885
1419.875781,0.050114,0.020513,2.44306
1419.876953,0.050026,0.020517,2.438213
1419.878125,0.050022,0.020552,2.433906
1419.879297,0.050152,0.020588,2.435991
1419.880469,0.05014,0.020596,2.434513
1419.881641,0.050372,0.020591,2.446312
1419.882812,0.050716,0.020607,2.461061
1419.883984,0.050477,0.020607,2.449537
1419.885156,0.050182,0.020618,2.433942
1419.886328,0.050281,0.020642,2.435909
1419.8875,0.050433,0.020629,2.444755
1419.888672,0.050304,0.020623,2.439275
1419.889844,0.050258,0.02062,2.437377
1419.891016,0.050689,0.020617,2.458604
1419.892187,0.051017,0.02062,2.474208
1419.893359,0.050996,0.020611,2.474252
1419.894531,0.050721,0.020622,2.459564
1419.895703,0.050531,0.020665,2.445206
1419.896875,0.050504,0.020658,2.44474
1419.898047,0.050757,0.020629,2.460481
1419.899219,0.050883,0.020636,2.465704
1419.900391,0.050741,0.02065,2.457237
1419.901562,0.050717,0.020661,2.454679
1419.902734,0.050556,0.020696,2.442775
1419.903906,0.050312,0.020684,2.432403
1419.905078,0.050549,0.020668,2.445805
1419.90625,0.050696,0.020693,2.44986
1419.907422,0.050454,0.020722,2.434826
1419.908594,0.050336,0.020745,2.426378
1419.909766,0.050259,0.020759,2.421059
1419.910938,0.05072,0.020698,2.450406
1419.912109,0.051282,0.020705,2.476753
1419.913281,0.051233,0.020716,2.473131
1419.914453,0.050945,0.020702,2.460808
1419.915625,0.050902,0.020721,2.456558
1419.916797,0.051122,0.020762,2.462223
1419.917969,0.051119,0.020802,2.457392
1419.919141,0.051081,0.020778,2.458409
1419.920312,0.051253,0.020748,2.470215
1419.921484,0.051096,0.020767,2.460512
1419.922656,0.050708,0.020795,2.43848
1419.923828,0.050617,0.020823,2.430792
1419.925,0.050843,0.020822,2.441747
1419.926172,0.05097,0.020807,2.44964
1419.927344,0.050923,0.020784,2.450099
1419.928516,0.050836,0.0208,2.444047
1419.929688,0.050965,0.020816,2.448398
1419.930859,0.051122,0.020792,2.458736
1419.932031,0.051418,0.020793,2.472838
1419.933203,0.051547,0.020821,2.475771
1419.934375,0.051355,0.020808,2.467987
1419.935547,0.051118,0.020795,2.458254
1419.936719,0.050913,0.020809,2.44666
1419.937891,0.050843,0.020811,2.443145
1419.939062,0.050744,0.0208,2.439657
1419.940234,0.050739,0.020834,2.435371
1419.941406,0.050797,0.020857,2.435505
1419.942578,0.0509,0.020831,2.443505
1419.94375,0.051367,0.020801,2.469427
1419.944922,0.051492,0.020786,2.477252
1419.946094,0.051391,0.020804,2.470228
1419.947266,0.051322,0.020839,2.462767
1419.948437,0.051272,0.020848,2.45932
1419.949609,0.051174,0.02086,2.453241
1419.950781,0.051003,0.020881,2.442585
1419.951953,0.051102,0.020904,2.444643
1419.953125,0.051141,0.020885,2.448631
1419.954297,0.051246,0.020864,2.456172
1419.955469,0.051304,0.020891,2.455818
1419.956641,0.05108,0.020877,2.446739
1419.957813,0.051064,0.020872,2.446487
1419.958984,0.051188,0.020892,2.450171
1419.960156,0.051412,0.020896,2.460344
1419.961328,0.051408,0.020912,2.458307
1419.9625,0.051064,0.0209,2.443234
1419.963672,0.050946,0.020885,2.439345
1419.964844,0.050932,0.020884,2.43874
1419.966016,0.051042,0.020875,2.44511
1419.967187,0.051127,0.020897,2.446651
1419.968359,0.05101,0.020937,2.436312
1419.969531,0.050936,0.020929,2.433761
1419.970703,0.051007,0.020885,2.442306
1419.971875,0.051231,0.020837,2.458609
1419.973047,0.051204,0.020845,2.456431
1419.974219,0.051088,0.020882,2.44647
1419.975391,0.050968,0.020886,2.440353
1419.976562,0.050984,0.020888,2.440799
1419.977734,0.051128,0.020884,2.448204
1419.978906,0.051208,0.020899,2.450265
1419.980078,0.051314,0.020891,2.456251
1419.98125,0.051308,0.020871,2.458376
1419.982422,0.051281,0.020896,2.45411
1419.983594,0.051475,0.020878,2.465566
1419.984766,0.051419,0.020845,2.466732
1419.985937,0.051379,0.020855,2.463616
1419.987109,0.051227,0.020861,2.455617
1419.988281,0.050789,0.020879,2.432576
1419.989453,0.050656,0.020909,2.422758
1419.990625,0.050757,0.020894,2.429248
1419.991797,0.050819,0.020864,2.435743
1419.992969,0.051196,0.020856,2.454774
1419.994141,0.051362,0.020874,2.460549
1419.995312,0.051235,0.020857,2.456438
1419.996484,0.05108,0.020869,2.447686
1419.997656,0.050903,0.020866,2.439508
1419.998828,0.050951,0.020914,2.436213
1420,0.051483,0.02101,2.450409
1420.001172,0.05147,0.020942,2.457729
1420.002344,0.051286,0.020847,2.460069
1420.003516,0.051268,0.020794,2.465513
1420.004688,0.051183,0.020776,2.463573
1420.005859,0.051016,0.020778,2.455254
1420.007031,0.050934,0.020791,2.449835
1420.008203,0.051189,0.020789,2.462294
1420.009375,0.051515,0.020808,2.475784
1420.010547,0.05134,0.020838,2.463762
1420.011719,0.051119,0.02082,2.455274
1420.012891,0.051174,0.020765,2.464396
1420.014062,0.050847,0.02077,2.448164
1420.015234,0.050784,0.020801,2.441366
1420.016406,0.051122,0.020804,2.457377
1420.017578,0.051198,0.020761,2.466038
1420.01875,0.051094,0.020723,2.465563
1420.019922,0.051089,0.020726,2.465022
1420.021094,0.050999,0.020768,2.455689
1420.022266,0.0512,0.020757,2.466645
1420.023438,0.051274,0.020765,2.469237
1420.024609,0.051022,0.020797,2.453357
1420.025781,0.050898,0.020767,2.450895
1420.026953,0.050927,0.020743,2.455174
1420.028125,0.050912,0.020749,2.453641
1420.029297,0.050878,0.020765,2.450127
1420.030469,0.050871,0.020777,2.448419
1420.031641,0.050758,0.020752,2.445963
1420.032812,0.050472,0.020741,2.433459
1420.033984,0.050425,0.020726,2.432881
1420.035156,0.050647,0.020727,2.443553
1420.036328,0.050907,0.020727,2.456055
1420.0375,0.051122,0.020706,2.468994
1420.038672,0.051205,0.020651,2.47955
1420.039844,0.051216,0.020631,2.482434
1420.041016,0.050882,0.020648,2.46423
1420.042187,0.050673,0.020679,2.45044
1420.043359,0.050698,0.020662,2.453731
1420.044531,0.050673,0.020629,2.456361
1420.045703,0.0508,0.020622,2.463325
1420.046875,0.050755,0.020631,2.460198
1420.048047,0.050951,0.020649,2.467452
1420.049219,0.050939,0.020662,2.465341
1420.050391,0.050606,0.02066,2.449461
1420.051563,0.050514,0.02065,2.446212
1420.052734,0.050489,0.020646,2.445496
1420.053906,0.050446,0.02067,2.440548
1420.055078,0.050281,0.020657,2.434121
1420.05625,0.050505,0.020632,2.447825
1420.057422,0.05075,0.020615,2.46176
1420.058594,0.050785,0.020553,2.470852
1420.059766,0.050597,0.020526,2.465036
1420.060937,0.050535,0.020511,2.463809
1420.062109,0.050566,0.020501,2.466472
1420.063281,0.050314,0.020502,2.454119
1420.064453,0.050194,0.020513,2.446991
1420.065625,0.050326,0.020525,2.45194
1420.066797,0.050645,0.020521,2.46789
1420.067969,0.050551,0.020492,2.466898
1420.069141,0.050379,0.02049,2.45876
1420.070312,0.050244,0.020507,2.45007
1420.071484,0.050177,0.020533,2.443763
1420.072656,0.050189,0.020531,2.444596
1420.073828,0.050268,0.020518,2.449887
1420.075,0.05026,0.020507,2.450847
1420.076172,0.050197,0.020464,2.452908
1420.077344,0.050229,0.020415,2.460452
1420.078516,0.050146,0.020395,2.45877
1420.079687,0.049838,0.020398,2.443295
1420.080859,0.049783,0.020409,2.439311
1420.082031,0.050082,0.020407,2.454197
1420.083203,0.050263,0.020406,2.463209
1420.084375,0.050354,0.020403,2.468024
1420.085547,0.050191,0.020358,2.46534
1420.086719,0.050081,0.020349,2.461102
1420.087891,0.050201,0.020366,2.464936
1420.089062,0.050061,0.020343,2.460832
1420.090234,0.049962,0.020321,2.458602
1420.091406,0.050136,0.020326,2.4666
1420.092578,0.050218,0.020321,2.471282
1420.09375,0.050132,0.02032,2.467102
1420.094922,0.049829,0.020332,2.450842
1420.096094,0.049875,0.020334,2.45284
1420.097266,0.049915,0.020327,2.455551
1420.098438,0.049758,0.020306,2.450412
1420.099609,0.049757,0.020263,2.45555
1420.100781,0.049638,0.020236,2.452911
1420.101953,0.049539,0.020235,2.448162
1420.103125,0.049539,0.020226,2.449226
1420.104297,0.049686,0.020219,2.45739
1420.105469,0.049512,0.020216,2.449097
1420.106641,0.049328,0.020218,2.439816
1420.107812,0.049496,0.020216,2.448393
1420.108984,0.049697,0.020167,2.464267
1420.110156,0.04948,0.020127,2.458335
1420.111328,0.049166,0.020157,2.439098
1420.1125,0.049217,0.020167,2.440469
1420.113672,0.049309,0.020145,2.447644
1420.114844,0.049171,0.020133,2.442321
1420.116016,0.04929,0.020105,2.451645
1420.117188,0.049566,0.020054,2.471588
1420.118359,0.04963,0.020051,2.475174
1420.119531,0.049224,0.020057,2.454229
1420.120703,0.04891,0.020055,2.438754
1420.121875,0.048938,0.020074,2.437826
1420.123047,0.048965,0.020052,2.441965
1420.124219,0.048905,0.020031,2.441502
1420.125391,0.049128,0.020035,2.452071
1420.126562,0.049396,0.020031,2.465914
1420.127734,0.049107,0.020033,2.451293
1420.128906,0.048896,0.020033,2.440721
1420.130078,0.049081,0.019983,2.456102
1420.13125,0.049106,0.019915,2.46571
1420.132422,0.048954,0.01991,2.458718
1420.133594,0.048816,0.019926,2.449921
1420.134766,0.048907,0.019928,2.454208
1420.135937,0.049017,0.019937,2.458609
1420.137109,0.04906,0.019918,2.463107
1420.138281,0.048886,0.019898,2.456822
1420.139453,0.048728,0.019902,2.448402
1420.140625,0.048904,0.019915,2.455656
1420.141797,0.049031,0.019881,2.466195
1420.142969,0.049217,0.019841,2.480622
1420.144141,0.049242,0.019835,2.482549
1420.145313,0.04906,0.019826,2.474471
1420.146484,0.048954,0.01978,2.474956
1420.147656,0.048705,0.019744,2.466835
1420.148828,0.04868,0.019754,2.464282
1420.15,0.048798,0.019752,2.47058
1420.151172,0.048953,0.019708,2.48387
1420.152344,0.048856,0.019663,2.484594
1420.153516,0.048565,0.019657,2.470641
1420.154687,0.048389,0.01967,2.460036
1420.155859,0.048412,0.019671,2.461071
1420.157031,0.048538,0.019661,2.468725
1420.158203,0.048484,0.019659,2.466205
1420.159375,0.048192,0.019656,2.451706
1420.160547,0.0482,0.01967,2.450477
1420.161719,0.04852,0.01968,2.465451
1420.162891,0.048552,0.019671,2.468182
1420.164062,0.048304,0.019654,2.457725
1420.165234,0.048419,0.019605,2.469747
1420.166406,0.04851,0.019565,2.479396
1420.167578,0.048354,0.019549,2.473434
1420.16875,0.048457,0.019533,2.480761
1420.169922,0.048674,0.01953,2.492244
1420.171094,0.048597,0.019535,2.487758
1420.172266,0.048405,0.019537,2.47756
1420.173437,0.048192,0.019537,2.466684
1420.174609,0.048193,0.019523,2.468554
1420.175781,0.048359,0.019492,2.480935
1420.176953,0.048471,0.019465,2.490089
1420.178125,0.04839,0.019473,2.485023
1420.179297,0.048333,0.01946,2.483773
1420.180469,0.048288,0.019413,2.487394
1420.181641,0.048325,0.019386,2.492809
1420.182812,0.048447,0.01939,2.498621
1420.183984,0.04836,0.019361,2.497759
1420.185156,0.048204,0.019375,2.487978
1420.186328,0.048011,0.019392,2.475882
1420.1875,0.048126,0.019363,2.485467
1420.188672,0.048193,0.019338,2.492171
1420.189844,0.048016,0.019304,2.487414
1420.191016,0.047963,0.019277,2.488169
1420.192188,0.047957,0.019266,2.48917
1420.193359,0.048109,0.019226,2.502244
1420.194531,0.048291,0.01921,2.513873
1420.195703,0.048423,0.019225,2.518809
1420.196875,0.048338,0.019211,2.516225
1420.198047,0.048477,0.019182,2.527199
1420.199219,0.048528,0.019215,2.525576
1420.200391,0.048239,0.019309,2.498308
1420.201562,0.048083,0.019431,2.47458
1420.202734,0.048127,0.019485,2.469931
1420.203906,0.04831,0.019401,2.49012
1420.205078,0.048392,0.019282,2.509734
1420.20625,0.048297,0.019173,2.519019
1420.207422,0.048073,0.01912,2.514323
1420.208594,0.048117,0.019091,2.520366
1420.209766,0.048306,0.019102,2.528876
1420.210938,0.048137,0.019108,2.51916
1420.212109,0.047988,0.019073,2.516057
1420.213281,0.048014,0.019064,2.518561
1420.214453,0.04816,0.019049,2.528185
1420.215625,0.048385,0.019004,2.546074
1420.216797,0.048253,0.019022,2.536708
1420.217969,0.048043,0.019044,2.52277
1420.219141,0.047949,0.019009,2.522457
1420.220312,0.047934,0.018985,2.524862
1420.221484,0.047883,0.018982,2.522583
1420.222656,0.047893,0.018968,2.524897
1420.223828,0.04785,0.018941,2.526224
1420.225,0.047607,0.018925,2.515548
1420.226172,0.047678,0.018929,2.518732
1420.227344,0.047736,0.018911,2.52419
1420.228516,0.047589,0.018868,2.522269
1420.229687,0.047622,0.018876,2.522943
1420.230859,0.04767,0.018881,2.524739
1420.232031,0.047496,0.018855,2.518982
1420.233203,0.047416,0.018818,2.519721
1420.234375,0.047201,0.018776,2.513897
1420.235547,0.04735,0.018777,2.521738
1420.236719,0.047651,0.018808,2.533594
1420.237891,0.047634,0.018795,2.53434
1420.239063,0.047441,0.018782,2.525856
1420.240234,0.047445,0.018776,2.526918
1420.241406,0.047324,0.018754,2.523366
1420.242578,0.047104,0.018729,2.514979
1420.24375,0.04719,0.0187,2.523442
1420.244922,0.047333,0.018671,2.535119
1420.246094,0.047255,0.018659,2.532514
1420.247266,0.04715,0.018653,2.527715
1420.248437,0.047028,0.018668,2.519121
1420.249609,0.047148,0.018672,2.525023
1420.250781,0.047226,0.018653,2.531908
1420.251953,0.047296,0.018633,2.538276
1420.253125,0.047171,0.01861,2.534662
1420.254297,0.04679,0.018616,2.513401
1420.255469,0.04673,0.018628,2.50865
1420.256641,0.04678,0.018617,2.512715
1420.257812,0.046731,0.018575,2.515839
1420.258984,0.046696,0.018555,2.516657
1420.260156,0.046609,0.018542,2.513665
1420.261328,0.046439,0.018491,2.511472
1420.2625,0.046373,0.018496,2.507189
1420.263672,0.046333,0.018507,2.503539
1420.264844,0.046399,0.018499,2.508142
1420.266016,0.046444,0.018502,2.510206
1420.267187,0.046622,0.018478,2.523089
1420.268359,0.04676,0.018488,2.529273
1420.269531,0.046615,0.018486,2.521652
1420.270703,0.04664,0.018456,2.52705
1420.271875,0.046613,0.018459,2.525201
1420.273047,0.046672,0.018455,2.52895
1420.274219,0.046563,0.018386,2.532541
1420.275391,0.046292,0.018385,2.517975
1420.276562,0.046143,0.018432,2.503372
1420.277734,0.045835,0.018442,2.485373
1420.278906,0.046001,0.018396,2.500573
1420.280078,0.04628,0.018354,2.521472
1420.28125,0.04637,0.018374,2.523732
1420.282422,0.046427,0.018415,2.521121
1420.283594,0.046259,0.01837,2.518092
1420.284766,0.04609,0.018305,2.51791
1420.285938,0.046197,0.01827,2.528648
1420.287109,0.046087,0.018255,2.52463
1420.288281,0.046018,0.018283,2.516949
1420.289453,0.045891,0.018293,2.508643
1420.290625,0.045832,0.018274,2.508127
1420.291797,0.045743,0.018278,2.502556
1420.292969,0.045673,0.018287,2.497596
1420.294141,0.045774,0.018277,2.504456
1420.295312,0.046003,0.018235,2.522845
1420.296484,0.046158,0.018211,2.534684
1420.297656,0.046153,0.018222,2.532864
1420.298828,0.045852,0.018215,2.517292
1420.3,0.045611,0.018164,2.511026
1420.301172,0.045557,0.018121,2.514055
1420.302344,0.045708,0.018114,2.523361
1420.303516,0.045685,0.018154,2.516484
1420.304688,0.045609,0.018158,2.511748
1420.305859,0.045637,0.018154,2.513924
1420.307031,0.045736,0.018133,2.522198
1420.308203,0.045817,0.01808,2.534136
1420.309375,0.045855,0.01807,2.537697
1420.310547,0.045739,0.01807,2.531172
1420.311719,0.045599,0.018065,2.52419
1420.312891,0.045475,0.018032,2.521877
1420.314062,0.045179,0.018036,2.504911
1420.315234,0.045122,0.018057,2.498838
1420.316406,0.045197,0.01805,2.504033
1420.317578,0.045454,0.018014,2.523297
1420.31875,0.045565,0.018002,2.531059
1420.319922,0.045416,0.018009,2.521933
1420.321094,0.045349,0.017994,2.520217
1420.322266,0.045265,0.017999,2.514895
1420.323437,0.045282,0.018026,2.512047
1420.324609,0.04517,0.01799,2.51082
1420.325781,0.045093,0.017957,2.511124
1420.326953,0.045141,0.017943,2.51585
1420.328125,0.045119,0.017906,2.519807
1420.329297,0.045023,0.017887,2.517003
1420.330469,0.04516,0.017875,2.526435
1420.331641,0.045103,0.017909,2.518426
1420.332813,0.044801,0.017962,2.494206
1420.333984,0.044547,0.017959,2.480524
1420.335156,0.04456,0.017944,2.483227
1420.336328,0.044565,0.017934,2.48498
1420.3375,0.0445,0.017909,2.484802
1420.338672,0.04459,0.017884,2.493359
1420.339844,0.044542,0.017856,2.494487
1420.341016,0.044218,0.017874,2.473871
1420.342187,0.04417,0.017893,2.468599
1420.343359,0.044232,0.017856,2.477073
1420.344531,0.044374,0.01785,2.485896
1420.345703,0.044487,0.017867,2.489915
1420.346875,0.044292,0.017857,2.480396
1420.348047,0.044223,0.017868,2.475029
1420.349219,0.04417,0.017871,2.471568
1420.350391,0.044219,0.017843,2.478189
1420.351562,0.044503,0.017791,2.501345
1420.352734,0.044509,0.017777,2.503721
1420.353906,0.044068,0.017808,2.47469
1420.355078,0.043838,0.017838,2.457558
1420.35625,0.043894,0.017831,2.46167
